time_step,acceleration
5.902,0.006038
5.904,0.008066
5.906,0.00963
5.908,0.010524
5.91,0.010928
5.912,0.010774
5.914,0.009917
5.916,0.008455
5.918,0.006562
5.92,0.004281
5.922,0.001725
5.924,-0.000881
5.926,-0.003372
5.928,-0.005593
5.93,-0.007399
5.932,-0.008646
5.934,-0.009389
5.936,-0.009389
5.938,-0.008766
5.94,-0.007431
5.942,-0.005675
5.944,-0.003568
5.946,-0.001272
5.948,0.001321
5.95,0.003829
5.952,0.006057
5.954,0.008123
5.956,0.009601
5.958,0.010685
5.96,0.011023
5.962,0.010701
5.964,0.009826
5.966,0.008306
5.968,0.006449
5.97,0.00412
5.972,0.001571
5.974,-0.00102
5.976,-0.003492
5.978,-0.005732
5.98,-0.007415
5.982,-0.00864
5.984,-0.009423
5.986,-0.009354
5.988,-0.008773
5.99,-0.007446
5.992,-0.005684
5.994,-0.003546
5.996,-0.001092
5.998,0.0014
6,0.004013
6.002,0.00631
6.004,0.008237
6.006,0.009658
6.008,0.010616
6.01,0.011052
6.012,0.01071
6.014,0.00987
6.016,0.0083
6.018,0.006291
6.02,0.004095
6.022,0.001501
6.024,-0.001064
6.026,-0.003597
6.028,-0.005864
6.03,-0.007547
6.032,-0.008801
6.034,-0.009373
6.036,-0.009389
6.038,-0.00871
6.04,-0.007304
6.042,-0.005558
6.044,-0.00342
6.046,-0.000975
6.048,0.001586
6.05,0.004066
6.052,0.006351
6.054,0.008202
6.056,0.009763
6.058,0.010628
6.06,0.01102
6.062,0.010748
6.064,0.009766
6.066,0.008183
6.068,0.006231
6.07,0.003912
6.072,0.001356
6.074,-0.001279
6.076,-0.003748
6.078,-0.005776
6.08,-0.007554
6.082,-0.008757
6.084,-0.009351
6.086,-0.009288
6.088,-0.008659
6.09,-0.007295
6.092,-0.005441
6.094,-0.003284
6.096,-0.000953
6.098,0.00158
6.1,0.004193
6.102,0.00648
6.104,0.008309
6.106,0.009819
6.108,0.010701
6.11,0.011007
6.112,0.010612
6.114,0.009693
6.116,0.008161
6.118,0.006126
6.12,0.003855
6.122,0.001264
6.124,-0.001348
6.126,-0.003755
6.128,-0.005924
6.13,-0.007715
6.132,-0.008883
6.134,-0.009427
6.136,-0.0093
6.138,-0.008577
6.14,-0.007216
6.142,-0.005381
6.144,-0.003202
6.146,-0.000789
6.148,0.001789
6.15,0.004174
6.152,0.006512
6.154,0.008423
6.156,0.009788
6.158,0.010672
6.16,0.011052
6.162,0.010698
6.164,0.009715
6.166,0.00805
6.168,0.006013
6.17,0.003694
6.172,0.001154
6.174,-0.001443
6.176,-0.003912
6.178,-0.006051
6.18,-0.007696
6.182,-0.008823
6.184,-0.009398
6.186,-0.009303
6.188,-0.008438
6.19,-0.007153
6.192,-0.00539
6.194,-0.003142
6.196,-0.000672
6.198,0.001855
6.2,0.004357
6.202,0.006663
6.204,0.008508
6.206,0.009892
6.208,0.010657
6.21,0.010944
6.212,0.010593
6.214,0.009494
6.216,0.007987
6.218,0.005997
6.22,0.003599
6.222,0.001065
6.224,-0.001506
6.226,-0.004017
6.228,-0.006098
6.23,-0.007769
6.232,-0.00894
6.234,-0.009414
6.236,-0.009313
6.238,-0.008466
6.24,-0.007191
6.242,-0.005201
6.244,-0.003012
6.246,-0.000615
6.248,0.001981
6.25,0.004414
6.252,0.006723
6.254,0.008527
6.256,0.009927
6.258,0.010751
6.26,0.011048
6.262,0.010669
6.264,0.00957
6.266,0.007902
6.268,0.005896
6.27,0.003435
6.272,0.000838
6.274,-0.001714
6.276,-0.004045
6.278,-0.006202
6.28,-0.007882
6.282,-0.008934
6.284,-0.009427
6.286,-0.009212
6.288,-0.008448
6.29,-0.007077
6.292,-0.005163
6.294,-0.002877
6.296,-0.000429
6.298,0.002063
6.3,0.004547
6.302,0.006755
6.304,0.008638
6.306,0.010069
6.308,0.010774
6.31,0.010998
6.312,0.010515
6.314,0.009469
6.316,0.007842
6.318,0.005791
6.32,0.003397
6.322,0.000838
6.324,-0.001793
6.326,-0.004203
6.328,-0.0063
6.33,-0.00786
6.332,-0.008975
6.334,-0.00949
6.336,-0.009221
6.338,-0.008425
6.34,-0.006891
6.342,-0.005059
6.344,-0.002779
6.346,-0.000309
6.348,0.002218
6.35,0.004676
6.352,0.00684
6.354,0.008644
6.356,0.009977
6.358,0.010777
6.36,0.011007
6.362,0.010489
6.364,0.009415
6.366,0.007747
6.368,0.005652
6.37,0.003324
6.372,0.000727
6.374,-0.001898
6.376,-0.004307
6.378,-0.006445
6.38,-0.007873
6.382,-0.009022
6.384,-0.009423
6.386,-0.009136
6.388,-0.008384
6.39,-0.006891
6.392,-0.004951
6.394,-0.00263
6.396,-0.000227
6.398,0.002316
6.4,0.00485
6.402,0.006992
6.404,0.008761
6.406,0.010079
6.408,0.010764
6.41,0.010947
6.412,0.010473
6.414,0.009349
6.416,0.007652
6.418,0.005577
6.42,0.00315
6.422,0.000664
6.424,-0.001967
6.426,-0.004355
6.428,-0.006474
6.43,-0.008116
6.432,-0.009076
6.434,-0.009442
6.436,-0.009221
6.438,-0.008328
6.44,-0.006767
6.442,-0.004879
6.444,-0.002545
6.446,-0.000082
6.448,0.002471
6.45,0.004888
6.452,0.007024
6.454,0.00885
6.456,0.010161
6.458,0.010872
6.46,0.010985
6.462,0.010461
6.464,0.009333
6.466,0.007617
6.468,0.005457
6.47,0.003093
6.472,0.00044
6.474,-0.002106
6.476,-0.004509
6.478,-0.006565
6.48,-0.008075
6.482,-0.009025
6.484,-0.009477
6.486,-0.009205
6.488,-0.00829
6.49,-0.006663
6.492,-0.004765
6.494,-0.002513
6.496,-0.000009
6.498,0.002563
6.5,0.004986
6.502,0.007163
6.504,0.008872
6.506,0.010139
6.508,0.010862
6.51,0.010982
6.512,0.01041
6.514,0.00927
6.516,0.007501
6.518,0.005362
6.52,0.002954
6.522,0.00031
6.524,-0.002264
6.526,-0.004522
6.528,-0.006622
6.53,-0.008189
6.532,-0.00913
6.534,-0.009455
6.536,-0.009145
6.538,-0.008223
6.54,-0.006616
6.542,-0.004683
6.544,-0.002261
6.546,0.000158
6.548,0.002635
6.55,0.005039
6.552,0.007197
6.554,0.008985
6.556,0.010161
6.558,0.010878
6.56,0.010969
6.562,0.010394
6.564,0.009166
6.566,0.007463
6.568,0.005257
6.57,0.002875
6.572,0.000263
6.574,-0.00239
6.576,-0.004702
6.578,-0.006663
6.58,-0.008201
6.582,-0.009145
6.584,-0.009423
6.586,-0.009158
6.588,-0.008166
6.59,-0.006568
6.592,-0.00462
6.594,-0.002248
6.596,0.000241
6.598,0.002771
6.6,0.00521
6.602,0.007232
6.604,0.009077
6.606,0.010221
6.608,0.010928
6.61,0.010979
6.612,0.010271
6.614,0.009083
6.616,0.007336
6.618,0.005093
6.62,0.002828
6.622,0.00013
6.624,-0.002356
6.626,-0.004771
6.628,-0.00678
6.63,-0.008239
6.632,-0.00912
6.634,-0.009392
6.636,-0.009054
6.638,-0.0081
6.64,-0.006458
6.642,-0.0045
6.644,-0.002141
6.646,0.000354
6.648,0.002784
6.65,0.00527
6.652,0.007362
6.654,0.009156
6.656,0.010227
6.658,0.010865
6.66,0.0109
6.662,0.010347
6.664,0.009042
6.666,0.007276
6.668,0.005043
6.67,0.002594
6.672,0.000029
6.674,-0.002551
6.676,-0.004948
6.678,-0.006897
6.68,-0.008242
6.682,-0.00913
6.684,-0.009401
6.686,-0.008991
6.688,-0.007964
6.69,-0.006423
6.692,-0.004364
6.694,-0.002046
6.696,0.000411
6.698,0.002939
6.7,0.005447
6.702,0.007523
6.704,0.0092
6.706,0.010322
6.708,0.010913
6.71,0.010916
6.712,0.010227
6.714,0.00896
6.716,0.007077
6.718,0.004904
6.72,0.002553
6.722,-0.00011
6.724,-0.002684
6.726,-0.00498
6.728,-0.006919
6.73,-0.008328
6.732,-0.009234
6.734,-0.009496
6.736,-0.008928
6.738,-0.007923
6.74,-0.006237
6.742,-0.00425
6.744,-0.00192
6.746,0.000607
6.748,0.003068
6.75,0.005479
6.752,0.007548
6.754,0.00921
6.756,0.010413
6.758,0.010919
6.76,0.010922
6.762,0.01018
6.764,0.008929
6.766,0.00708
6.768,0.004777
6.77,0.002341
6.772,-0.000268
6.774,-0.00281
6.776,-0.005081
6.778,-0.007001
6.78,-0.008457
6.782,-0.009193
6.784,-0.009427
6.786,-0.008969
6.788,-0.007851
6.79,-0.0063
6.792,-0.004197
6.794,-0.00179
6.796,0.000702
6.798,0.00322
6.8,0.005586
6.802,0.007681
6.804,0.00926
6.806,0.010448
6.808,0.010941
6.81,0.010878
6.812,0.010145
6.814,0.008853
6.816,0.00703
6.818,0.004641
6.82,0.00225
6.822,-0.000296
6.824,-0.002832
6.826,-0.005182
6.828,-0.007083
6.83,-0.008463
6.832,-0.00918
6.834,-0.009411
6.836,-0.008883
6.838,-0.007851
6.84,-0.006129
6.842,-0.004108
6.844,-0.001705
6.846,0.000806
6.848,0.003315
6.85,0.005602
6.852,0.007725
6.854,0.009279
6.856,0.010426
6.858,0.010916
6.86,0.010878
6.862,0.010132
6.864,0.008777
6.866,0.006843
6.868,0.004594
6.87,0.00212
6.872,-0.000435
6.874,-0.00305
6.876,-0.005264
6.878,-0.007143
6.88,-0.008438
6.882,-0.009237
6.884,-0.009436
6.886,-0.008871
6.888,-0.007787
6.89,-0.006063
6.892,-0.00401
6.894,-0.001575
6.896,0.000857
6.898,0.003371
6.9,0.005785
6.902,0.007842
6.904,0.00939
6.906,0.010492
6.908,0.010954
6.91,0.010793
6.912,0.010079
6.914,0.008628
6.916,0.006802
6.918,0.00454
6.92,0.002089
6.922,-0.000521
6.924,-0.003044
6.926,-0.005387
6.928,-0.007216
6.93,-0.008555
6.932,-0.009281
6.934,-0.009436
6.936,-0.008883
6.938,-0.007712
6.94,-0.006003
6.942,-0.003856
6.944,-0.001497
6.946,0.001034
6.948,0.003501
6.95,0.005883
6.952,0.00793
6.954,0.009475
6.956,0.010464
6.958,0.01102
6.96,0.010799
6.962,0.01005
6.964,0.008692
6.966,0.006711
6.968,0.004427
6.97,0.001905
6.972,-0.000694
6.974,-0.003189
6.976,-0.005428
6.978,-0.007323
6.98,-0.00858
6.982,-0.009338
6.984,-0.009392
6.986,-0.008845
6.988,-0.007674
6.99,-0.005937
6.992,-0.003837
6.994,-0.001443
6.996,0.001147
6.998,0.003583
7,0.006041
7.002,0.008019
7.004,0.00956
7.006,0.01053
7.008,0.010947
7.01,0.010793
7.012,0.009955
7.014,0.00854
7.016,0.00661
7.018,0.004275
7.02,0.001852
7.022,-0.000783
7.024,-0.003265
7.026,-0.005529
7.028,-0.007364
7.03,-0.008688
7.032,-0.009332
7.034,-0.00942
7.036,-0.008877
7.038,-0.007579
7.04,-0.005823
7.042,-0.003672
7.044,-0.00131
7.046,0.001312
7.048,0.003788
7.05,0.00599
7.052,0.008041
7.054,0.009551
7.056,0.0106
7.058,0.010979
7.06,0.010799
7.062,0.009905
7.064,0.008512
7.066,0.006641
7.068,0.00418
7.07,0.001678
7.072,-0.000944
7.074,-0.003423
7.076,-0.005709
7.078,-0.007421
7.08,-0.008684
7.082,-0.009344
7.084,-0.00937
7.086,-0.008735
7.088,-0.007412
7.09,-0.005735
7.092,-0.003508
7.094,-0.001149
7.096,0.001394
7.098,0.003754
7.1,0.006126
7.102,0.008173
7.104,0.009649
7.106,0.010625
7.108,0.011011
7.11,0.010777
7.112,0.009788
7.114,0.008376
7.116,0.006417
7.118,0.004152
7.12,0.001574
7.122,-0.000991
7.124,-0.003417
7.126,-0.00564
7.128,-0.007472
7.13,-0.00877
7.132,-0.00943
7.134,-0.009376
7.136,-0.008691
7.138,-0.007462
7.14,-0.005646
7.142,-0.003372
7.144,-0.000966
7.146,0.001495
7.148,0.003908
7.15,0.006193
7.152,0.00817
7.154,0.009687
7.156,0.010638
7.158,0.010919
7.16,0.010736
7.162,0.009854
7.164,0.008319
7.166,0.006328
7.168,0.003991
7.17,0.001507
7.172,-0.001152
7.174,-0.003616
7.176,-0.005855
7.178,-0.007595
7.18,-0.0087
7.182,-0.009332
7.184,-0.009297
7.186,-0.008631
7.188,-0.007342
7.19,-0.005599
7.192,-0.003451
7.194,-0.000982
7.196,0.00152
7.198,0.004057
7.2,0.006357
7.202,0.008265
7.204,0.009772
7.206,0.01072
7.208,0.010963
7.21,0.010682
7.212,0.009731
7.214,0.008211
7.216,0.006212
7.218,0.003839
7.22,0.001362
7.222,-0.001111
7.224,-0.003691
7.226,-0.005908
7.228,-0.007604
7.23,-0.008808
7.232,-0.009385
7.234,-0.009259
7.236,-0.008656
7.238,-0.00738
7.24,-0.005457
7.242,-0.003275
7.244,-0.000751
7.246,0.001741
7.248,0.004152
7.25,0.006341
7.252,0.008385
7.254,0.009801
7.256,0.010685
7.258,0.010941
7.26,0.010726
7.262,0.009703
7.264,0.008151
7.266,0.006212
7.268,0.003744
7.27,0.001201
7.272,-0.001329
7.274,-0.003789
7.276,-0.006
7.278,-0.007709
7.28,-0.008823
7.282,-0.009395
7.284,-0.009316
7.286,-0.00853
7.288,-0.007194
7.29,-0.005403
7.292,-0.003224
7.294,-0.00072
7.296,0.001785
7.298,0.004228
7.3,0.006515
7.302,0.008347
7.304,0.009826
7.306,0.010701
7.308,0.010973
7.31,0.0106
7.312,0.009611
7.314,0.008123
7.316,0.005968
7.318,0.003627
7.32,0.001109
7.322,-0.001443
7.324,-0.003894
7.326,-0.006009
7.328,-0.007743
7.33,-0.008868
7.332,-0.009411
7.334,-0.009228
7.336,-0.008599
7.338,-0.00721
7.34,-0.005217
7.342,-0.003028
7.344,-0.000615
7.346,0.001868
7.348,0.004363
7.35,0.006632
7.352,0.008489
7.354,0.009921
7.356,0.010739
7.358,0.01095
7.36,0.01066
7.362,0.009554
7.364,0.007974
7.366,0.005981
7.368,0.003564
7.37,0.00104
7.372,-0.001607
7.374,-0.003931
7.376,-0.006158
7.378,-0.007895
7.38,-0.008842
7.382,-0.009423
7.384,-0.009205
7.386,-0.008482
7.388,-0.007096
7.39,-0.005195
7.392,-0.002937
7.394,-0.000514
7.396,0.001972
7.398,0.004449
7.4,0.006745
7.402,0.008597
7.404,0.009968
7.406,0.01084
7.408,0.010992
7.41,0.010568
7.412,0.009541
7.414,0.007952
7.416,0.005801
7.418,0.003422
7.42,0.000917
7.422,-0.001683
7.424,-0.004102
7.426,-0.006208
7.428,-0.007923
7.43,-0.008991
7.432,-0.009404
7.434,-0.009275
7.436,-0.008429
7.438,-0.00708
7.44,-0.005068
7.442,-0.002864
7.444,-0.000407
7.446,0.002114
7.448,0.004556
7.45,0.006758
7.452,0.008673
7.454,0.010019
7.456,0.010774
7.458,0.010995
7.46,0.0106
7.462,0.009485
7.464,0.007858
7.466,0.005763
7.468,0.003321
7.47,0.000834
7.472,-0.001847
7.474,-0.004326
7.476,-0.006335
7.478,-0.007917
7.48,-0.009013
7.482,-0.009351
7.484,-0.009199
7.486,-0.008378
7.488,-0.006894
7.49,-0.005078
7.492,-0.002753
7.494,-0.000325
7.496,0.002199
7.498,0.004651
7.5,0.006929
7.502,0.008704
7.504,0.010088
7.506,0.010745
7.508,0.010982
7.51,0.01042
7.512,0.009371
7.514,0.007731
7.516,0.005624
7.518,0.003217
7.52,0.000708
7.522,-0.001787
7.524,-0.004247
7.526,-0.00636
7.528,-0.007955
7.53,-0.009073
7.532,-0.009411
7.534,-0.009117
7.536,-0.008312
7.538,-0.006862
7.54,-0.004907
7.542,-0.002712
7.544,-0.000173
7.546,0.002329
7.548,0.004777
7.55,0.006982
7.552,0.008739
7.554,0.010113
7.556,0.010751
7.558,0.010906
7.56,0.010486
7.562,0.009323
7.564,0.007662
7.566,0.005561
7.568,0.003147
7.57,0.000585
7.572,-0.002033
7.574,-0.004437
7.576,-0.006496
7.578,-0.008043
7.58,-0.008981
7.582,-0.009379
7.584,-0.009142
7.586,-0.008217
7.588,-0.006786
7.59,-0.004863
7.592,-0.002517
7.594,-0.000164
7.596,0.002436
7.598,0.004803
7.6,0.007074
7.602,0.008856
7.604,0.010082
7.606,0.010872
7.608,0.010922
7.61,0.010353
7.612,0.009311
7.614,0.00757
7.616,0.005393
7.618,0.002964
7.62,0.000468
7.622,-0.0021
7.624,-0.004506
7.626,-0.006512
7.628,-0.008072
7.63,-0.009041
7.632,-0.009367
7.634,-0.009136
7.636,-0.008309
7.638,-0.00678
7.64,-0.004702
7.642,-0.002441
7.644,0.000073
7.646,0.002616
7.648,0.005046
7.65,0.007121
7.652,0.00885
7.654,0.010214
7.656,0.010853
7.658,0.010963
7.66,0.010376
7.662,0.009219
7.664,0.007529
7.666,0.005343
7.668,0.002885
7.67,0.000263
7.672,-0.002179
7.674,-0.004604
7.676,-0.00666
7.678,-0.008163
7.68,-0.009079
7.682,-0.009325
7.684,-0.009092
7.686,-0.008157
7.688,-0.006679
7.69,-0.004677
7.692,-0.002296
7.694,0.000048
7.696,0.002683
7.698,0.005065
7.7,0.007317
7.702,0.009017
7.704,0.010202
7.706,0.010799
7.708,0.010897
7.71,0.010347
7.712,0.009137
7.714,0.007305
7.716,0.005242
7.718,0.00274
7.72,0.000187
7.722,-0.002299
7.724,-0.00468
7.726,-0.00666
7.728,-0.008217
7.73,-0.009127
7.732,-0.00943
7.734,-0.00906
7.736,-0.008097
7.738,-0.006543
7.74,-0.004573
7.742,-0.002204
7.744,0.000323
7.746,0.0028
7.748,0.00516
7.75,0.007349
7.752,0.008992
7.754,0.010278
7.756,0.010821
7.758,0.010925
7.76,0.010265
7.762,0.009147
7.764,0.007286
7.766,0.005147
7.768,0.002689
7.77,0.000108
7.772,-0.002494
7.774,-0.004819
7.776,-0.006821
7.778,-0.008277
7.78,-0.009123
7.782,-0.009373
7.784,-0.009041
7.786,-0.008037
7.788,-0.006448
7.79,-0.004446
7.792,-0.002112
7.794,0.000338
7.796,0.002866
7.798,0.005368
7.8,0.007409
7.802,0.009169
7.804,0.010297
7.806,0.010897
7.808,0.0109
7.81,0.010306
7.812,0.009039
7.814,0.007219
7.816,0.004995
7.818,0.002528
7.82,0.000019
7.822,-0.002479
7.824,-0.004822
7.826,-0.006891
7.828,-0.008381
7.83,-0.009247
7.832,-0.009547
7.834,-0.009022
7.836,-0.008021
7.838,-0.006436
7.84,-0.004355
7.842,-0.001964
7.844,0.000446
7.846,0.002995
7.848,0.005352
7.85,0.007478
7.852,0.009166
7.854,0.010306
7.856,0.010865
7.858,0.010853
7.86,0.010211
7.862,0.008992
7.864,0.007175
7.866,0.004948
7.868,0.002474
7.87,-0.000139
7.872,-0.002693
7.874,-0.004929
7.876,-0.006894
7.878,-0.008328
7.88,-0.009212
7.882,-0.009496
7.884,-0.008984
7.886,-0.007866
7.888,-0.006373
7.89,-0.004367
7.892,-0.001917
7.894,0.000623
7.896,0.003109
7.898,0.005419
7.9,0.007589
7.902,0.009298
7.904,0.010379
7.906,0.010928
7.908,0.010878
7.91,0.01012
7.912,0.008919
7.914,0.007049
7.916,0.004821
7.918,0.002297
7.92,-0.000224
7.922,-0.002734
7.924,-0.005065
7.926,-0.00697
7.928,-0.008403
7.93,-0.00925
7.932,-0.009389
7.934,-0.008997
7.936,-0.007882
7.938,-0.006322
7.94,-0.004134
7.942,-0.001752
7.944,0.000651
7.946,0.00322
7.948,0.005624
7.95,0.007611
7.952,0.00932
7.954,0.010448
7.956,0.010979
7.958,0.010755
7.96,0.010113
7.962,0.0089
7.964,0.006954
7.966,0.004701
7.968,0.002288
7.97,-0.000369
7.972,-0.002899
7.974,-0.005138
7.976,-0.007096
7.978,-0.00853
7.98,-0.009288
7.982,-0.009408
7.984,-0.008833
7.986,-0.007797
7.988,-0.006177
7.99,-0.004074
7.992,-0.001648
7.994,0.000762
7.996,0.003318
7.998,0.005656
8,0.007779
8.002,0.009368
8.004,0.010496
8.006,0.010878
8.008,0.010815
8.01,0.010097
8.012,0.00872
8.014,0.006866
8.016,0.004585
8.018,0.002111
8.02,-0.000432
8.022,-0.003003
8.024,-0.005248
8.026,-0.007124
8.028,-0.008564
8.03,-0.009269
8.032,-0.009458
8.034,-0.008877
8.036,-0.007699
8.038,-0.006079
8.04,-0.00395
8.042,-0.001547
8.044,0.000895
8.046,0.003454
8.048,0.005766
8.05,0.007835
8.052,0.009425
8.054,0.010454
8.056,0.010884
8.058,0.010751
8.06,0.010012
8.062,0.008682
8.064,0.006847
8.066,0.004449
8.068,0.002022
8.07,-0.000527
8.072,-0.00305
8.074,-0.005359
8.076,-0.007203
8.078,-0.008612
8.08,-0.009325
8.082,-0.009335
8.084,-0.008766
8.086,-0.007652
8.088,-0.005959
8.09,-0.003777
8.092,-0.001519
8.094,0.00103
8.096,0.003551
8.098,0.005883
8.1,0.007962
8.102,0.009475
8.104,0.010549
8.106,0.011007
8.108,0.010767
8.11,0.009952
8.112,0.008606
8.114,0.006673
8.116,0.004408
8.118,0.001842
8.12,-0.000679
8.122,-0.003155
8.124,-0.005406
8.126,-0.007336
8.128,-0.008621
8.13,-0.009288
8.132,-0.009351
8.134,-0.008792
8.136,-0.007636
8.138,-0.00594
8.14,-0.00372
8.142,-0.001316
8.144,0.00122
8.146,0.003621
8.148,0.005984
8.15,0.007933
8.152,0.009576
8.154,0.010508
8.156,0.010947
8.158,0.01072
8.16,0.009962
8.162,0.008556
8.164,0.006606
8.166,0.004212
8.168,0.001766
8.17,-0.000805
8.172,-0.003344
8.174,-0.005529
8.176,-0.00738
8.178,-0.008691
8.18,-0.009348
8.182,-0.009357
8.184,-0.008691
8.186,-0.007522
8.188,-0.005798
8.19,-0.003644
8.192,-0.001222
8.194,0.001248
8.196,0.00375
8.198,0.006063
8.2,0.008104
8.202,0.009592
8.204,0.010663
8.206,0.010954
8.208,0.010745
8.21,0.009854
8.212,0.008455
8.214,0.006502
8.216,0.004158
8.218,0.001612
8.22,-0.000868
8.222,-0.00336
8.224,-0.005637
8.226,-0.007431
8.228,-0.008678
8.23,-0.009351
8.232,-0.009452
8.234,-0.008732
8.236,-0.007484
8.238,-0.00576
8.24,-0.003575
8.242,-0.00114
8.244,0.001372
8.246,0.003896
8.248,0.006171
8.25,0.008161
8.252,0.009611
8.254,0.010631
8.256,0.010982
8.258,0.01065
8.26,0.009816
8.262,0.008294
8.264,0.006496
8.266,0.004063
8.268,0.001504
8.27,-0.00107
8.272,-0.003492
8.274,-0.005735
8.276,-0.007566
8.278,-0.008789
8.28,-0.009411
8.282,-0.009325
8.284,-0.008624
8.286,-0.007374
8.288,-0.005627
8.29,-0.003543
8.292,-0.000994
8.294,0.001507
8.296,0.003972
8.298,0.006294
8.3,0.008278
8.302,0.009715
8.304,0.010714
8.306,0.010957
8.308,0.010691
8.31,0.009775
8.312,0.008271
8.314,0.006281
8.316,0.003946
8.318,0.001428
8.32,-0.00113
8.322,-0.003578
8.324,-0.00581
8.326,-0.007563
8.328,-0.008763
8.33,-0.009338
8.332,-0.009316
8.334,-0.008631
8.336,-0.00738
8.338,-0.005593
8.34,-0.003366
8.342,-0.00096
8.344,0.001646
8.346,0.004057
8.348,0.006351
8.35,0.00823
8.352,0.009782
8.354,0.010691
8.356,0.011023
8.358,0.010619
8.36,0.009797
8.362,0.008243
8.364,0.006193
8.366,0.003836
8.368,0.001286
8.37,-0.001275
8.372,-0.003679
8.374,-0.005953
8.376,-0.007696
8.378,-0.008861
8.38,-0.00936
8.382,-0.009284
8.384,-0.008542
8.386,-0.007276
8.388,-0.0054
8.39,-0.003237
8.392,-0.000887
8.394,0.001684
8.396,0.004174
8.398,0.006401
8.4,0.008376
8.402,0.00988
8.404,0.010729
8.406,0.011011
8.408,0.01059
8.41,0.009668
8.412,0.008101
8.414,0.006095
8.416,0.00375
8.418,0.001135
8.42,-0.001437
8.422,-0.003761
8.424,-0.005861
8.426,-0.00768
8.428,-0.008826
8.43,-0.009436
8.432,-0.009237
8.434,-0.00858
8.436,-0.007317
8.438,-0.005428
8.44,-0.003076
8.442,-0.00071
8.444,0.001845
8.446,0.004329
8.448,0.006562
8.45,0.008464
8.452,0.009832
8.454,0.010707
8.456,0.01096
8.458,0.010518
8.46,0.009601
8.462,0.008025
8.464,0.006028
8.466,0.003649
8.468,0.001119
8.47,-0.001437
8.472,-0.003985
8.474,-0.006066
8.476,-0.007762
8.478,-0.008912
8.48,-0.009395
8.482,-0.009322
8.484,-0.0084
8.486,-0.007077
8.488,-0.005293
8.49,-0.003035
8.492,-0.000619
8.494,0.001934
8.496,0.00436
8.498,0.006606
8.5,0.008496
8.502,0.009968
8.504,0.010748
8.506,0.010963
8.508,0.010571
8.51,0.00951
8.512,0.00799
8.514,0.005877
8.516,0.003517
8.518,0.000932
8.52,-0.001557
8.522,-0.003976
8.524,-0.006136
8.526,-0.00786
8.528,-0.008969
8.53,-0.009341
8.532,-0.009278
8.534,-0.008457
8.536,-0.007121
8.538,-0.005236
8.54,-0.002886
8.542,-0.000483
8.544,0.002076
8.546,0.004556
8.548,0.006704
8.55,0.008546
8.552,0.009908
8.554,0.010767
8.556,0.011001
8.558,0.010559
8.56,0.009478
8.562,0.007873
8.564,0.005848
8.566,0.003365
8.568,0.000866
8.57,-0.001727
8.572,-0.004083
8.574,-0.006148
8.576,-0.007964
8.578,-0.008984
8.58,-0.009395
8.582,-0.009168
8.584,-0.008429
8.586,-0.006979
8.588,-0.005046
8.59,-0.002804
8.592,-0.000322
8.594,0.002139
8.596,0.004547
8.598,0.006793
8.6,0.008632
8.602,0.010063
8.604,0.010774
8.606,0.010966
8.608,0.010442
8.61,0.009431
8.612,0.007832
8.614,0.005671
8.616,0.003308
8.618,0.000737
8.62,-0.001828
8.622,-0.004235
8.624,-0.006278
8.626,-0.007904
8.628,-0.009079
8.63,-0.009398
8.632,-0.009205
8.634,-0.008346
8.636,-0.006951
8.638,-0.005046
8.64,-0.002731
8.642,-0.000252
8.644,0.002313
8.646,0.004774
8.648,0.006919
8.65,0.008685
8.652,0.010088
8.654,0.010865
8.656,0.010969
8.658,0.010436
8.66,0.00939
8.662,0.007839
8.664,0.005618
8.666,0.003194
8.668,0.000673
8.67,-0.00191
8.672,-0.004367
8.674,-0.006385
8.676,-0.008043
8.678,-0.009114
8.68,-0.009417
8.682,-0.009161
8.684,-0.008302
8.686,-0.006878
8.688,-0.004907
8.69,-0.002662
8.692,-0.000126
8.694,0.002338
8.696,0.004834
8.698,0.006926
8.7,0.008764
8.702,0.010148
8.704,0.01089
8.706,0.011036
8.708,0.010401
8.71,0.009295
8.712,0.007557
8.714,0.005491
8.716,0.003087
8.718,0.000452
8.72,-0.002043
8.722,-0.004421
8.724,-0.006429
8.726,-0.008005
8.728,-0.00907
8.73,-0.00937
8.732,-0.009187
8.734,-0.008192
8.736,-0.006808
8.738,-0.004879
8.74,-0.002491
8.742,-0.000031
8.744,0.00248
8.746,0.004938
8.748,0.006998
8.75,0.008809
8.752,0.010139
8.754,0.010884
8.756,0.010881
8.758,0.010426
8.76,0.009273
8.762,0.007665
8.764,0.005422
8.766,0.002967
8.768,0.000421
8.77,-0.002163
8.772,-0.004506
8.774,-0.006521
8.776,-0.008125
8.778,-0.00913
8.78,-0.009445
8.782,-0.009035
8.784,-0.008154
8.786,-0.006692
8.788,-0.004693
8.79,-0.00246
8.792,0.000051
8.794,0.002623
8.796,0.004964
8.798,0.007153
8.8,0.00891
8.802,0.010214
8.804,0.010818
8.806,0.010922
8.808,0.010353
8.81,0.009112
8.812,0.007501
8.814,0.005318
8.816,0.002847
8.818,0.000307
8.82,-0.002251
8.822,-0.004569
8.824,-0.006647
8.826,-0.008217
8.828,-0.009142
8.83,-0.009439
8.832,-0.009085
8.834,-0.008192
8.836,-0.006572
8.838,-0.00462
8.84,-0.00233
8.842,0.000222
8.844,0.002648
8.846,0.005103
8.848,0.007235
8.85,0.009017
8.852,0.010214
8.854,0.01089
