time_step,acceleration
2.948,-0.004901
2.95,-0.002678
2.952,-0.000293
2.954,0.002294
2.956,0.00466
2.958,0.006903
2.96,0.008748
2.962,0.010072
2.964,0.010834
2.966,0.010903
2.968,0.010417
2.97,0.009387
2.972,0.007693
2.974,0.005589
2.976,0.003119
2.978,0.000566
2.98,-0.001917
2.982,-0.00426
2.984,-0.006392
2.986,-0.00799
2.988,-0.009019
2.99,-0.009392
2.992,-0.009196
2.994,-0.008305
2.996,-0.006846
2.998,-0.004838
3,-0.002602
3.002,-0.000091
3.004,0.002364
3.006,0.004803
3.008,0.007005
3.01,0.008812
3.012,0.010069
3.014,0.010796
3.016,0.010995
3.018,0.010432
3.02,0.009327
3.022,0.007608
3.024,0.005501
3.026,0.003052
3.028,0.000471
3.03,-0.002093
3.032,-0.004459
3.034,-0.006515
3.036,-0.00805
3.038,-0.009035
3.04,-0.009398
3.042,-0.009073
3.044,-0.008138
3.046,-0.006777
3.048,-0.004803
3.05,-0.002507
3.052,-0.000031
3.054,0.00242
3.056,0.004913
3.058,0.007087
3.06,0.008881
3.062,0.01017
3.064,0.010853
3.066,0.010868
3.068,0.010312
3.07,0.009181
3.072,0.007491
3.074,0.005368
3.076,0.002875
3.078,0.000424
3.08,-0.002134
3.082,-0.004525
3.084,-0.006613
3.086,-0.00811
3.088,-0.009082
3.09,-0.009411
3.092,-0.009164
3.094,-0.008198
3.096,-0.006692
3.098,-0.004614
3.1,-0.002365
3.102,0.000111
3.104,0.002594
3.106,0.005021
3.108,0.007156
3.11,0.0089
3.112,0.010135
3.114,0.010868
3.116,0.010922
3.118,0.010366
3.12,0.00921
3.122,0.007501
3.124,0.005311
3.126,0.002796
3.128,0.00025
3.13,-0.002292
3.132,-0.004705
3.134,-0.006707
3.136,-0.008198
3.138,-0.009082
3.14,-0.009401
3.142,-0.009054
3.144,-0.008106
3.146,-0.006644
3.148,-0.004664
3.15,-0.00227
3.152,0.000199
3.154,0.002711
3.156,0.005071
3.158,0.007194
3.16,0.009042
3.162,0.010205
3.164,0.010865
3.166,0.010868
3.168,0.010379
3.17,0.009159
3.172,0.007333
3.174,0.005128
3.176,0.002651
3.178,0.000171
3.18,-0.002311
3.182,-0.004753
3.184,-0.006758
3.186,-0.008214
3.188,-0.009205
3.19,-0.009427
3.192,-0.009054
3.194,-0.008113
3.196,-0.006568
3.198,-0.004468
3.2,-0.002134
3.202,0.000313
3.204,0.002844
3.206,0.005185
3.208,0.007384
3.21,0.009026
3.212,0.01024
3.214,0.010865
3.216,0.010928
3.218,0.010243
3.22,0.009096
3.222,0.007298
3.224,0.005049
3.226,0.002676
3.228,0.000013
3.23,-0.002469
3.232,-0.004768
3.234,-0.006815
3.236,-0.008271
3.238,-0.009202
3.24,-0.00937
3.242,-0.00894
3.244,-0.007977
3.246,-0.00648
3.248,-0.004408
3.25,-0.002002
3.252,0.000427
3.254,0.002929
3.256,0.005235
3.258,0.007418
3.26,0.009162
3.262,0.010262
3.264,0.010862
3.266,0.010856
3.268,0.010211
3.27,0.008903
3.272,0.007156
3.274,0.004983
3.276,0.002512
3.278,-0.00006
3.28,-0.002561
3.282,-0.004841
3.284,-0.006799
3.286,-0.008334
3.288,-0.009133
3.29,-0.009395
3.292,-0.009022
3.294,-0.007967
3.296,-0.006398
3.298,-0.004348
3.3,-0.001923
3.302,0.000658
3.304,0.003065
3.306,0.005374
3.308,0.007507
3.31,0.009232
3.312,0.010353
3.314,0.010906
3.316,0.010821
3.318,0.010189
3.32,0.008954
3.322,0.007036
3.324,0.004888
3.326,0.002395
3.328,-0.000151
3.33,-0.002719
3.332,-0.004989
3.334,-0.00697
3.336,-0.008365
3.338,-0.009174
3.34,-0.009363
3.342,-0.008928
3.344,-0.007835
3.346,-0.006212
3.348,-0.004241
3.35,-0.001831
3.352,0.000598
3.354,0.003144
3.356,0.00546
3.358,0.007589
3.36,0.009311
3.362,0.010413
3.364,0.010966
3.366,0.010846
3.368,0.010132
3.37,0.00885
3.372,0.006986
3.374,0.00473
3.376,0.002323
3.378,-0.000309
3.38,-0.00275
3.382,-0.005037
3.384,-0.007061
3.386,-0.008378
3.388,-0.009199
3.39,-0.009389
3.392,-0.008887
3.394,-0.007791
3.396,-0.006231
3.398,-0.004108
3.4,-0.001718
3.402,0.000756
3.404,0.003305
3.406,0.00563
3.408,0.007649
3.41,0.009286
3.412,0.010398
3.414,0.010903
3.416,0.010793
3.418,0.010123
3.42,0.008783
3.422,0.006922
3.424,0.004641
3.426,0.002152
3.428,-0.000413
3.43,-0.002892
3.432,-0.005223
3.434,-0.007055
3.436,-0.008454
3.438,-0.009209
3.44,-0.009338
3.442,-0.008861
3.444,-0.007737
3.446,-0.006085
3.448,-0.004048
3.45,-0.001645
3.452,0.00086
3.454,0.003422
3.456,0.005656
3.458,0.007766
3.46,0.00939
3.462,0.010461
3.464,0.010979
3.466,0.010811
3.468,0.010022
3.47,0.008673
3.472,0.006802
3.474,0.004553
3.476,0.002073
3.478,-0.000483
3.48,-0.003022
3.482,-0.005258
3.484,-0.007143
3.486,-0.008586
3.488,-0.009303
3.49,-0.009319
3.492,-0.008845
3.494,-0.007721
3.496,-0.006051
3.498,-0.003897
3.5,-0.001465
3.502,0.001005
3.504,0.003428
3.506,0.005851
3.508,0.00782
3.51,0.009494
3.512,0.010461
3.514,0.010944
3.516,0.010837
3.518,0.00999
3.52,0.008654
3.522,0.006736
3.524,0.004458
3.526,0.001899
3.528,-0.000672
3.53,-0.00312
3.532,-0.005422
3.534,-0.007254
3.536,-0.008656
3.538,-0.009281
3.54,-0.009325
3.542,-0.008833
3.544,-0.007607
3.546,-0.006009
3.548,-0.003837
3.55,-0.001402
3.552,0.001075
3.554,0.003488
3.556,0.005956
3.558,0.007959
3.56,0.009595
3.562,0.010467
3.564,0.010954
3.566,0.010802
3.568,0.009968
3.57,0.008562
3.572,0.006673
3.574,0.004281
3.576,0.001852
3.578,-0.000704
3.58,-0.003224
3.582,-0.005454
3.584,-0.007361
3.586,-0.008656
3.588,-0.009363
3.59,-0.009417
3.592,-0.008845
3.594,-0.007592
3.596,-0.005829
3.598,-0.00371
3.6,-0.00126
3.602,0.001236
3.604,0.003713
3.606,0.006019
3.608,0.00799
3.61,0.009576
3.612,0.010505
3.614,0.010947
3.616,0.010723
3.618,0.009886
3.62,0.008578
3.622,0.006603
3.624,0.00424
3.626,0.001716
3.628,-0.00084
3.63,-0.003347
3.632,-0.005561
3.634,-0.007352
3.636,-0.0087
3.638,-0.009344
3.64,-0.009348
3.642,-0.008706
3.644,-0.007513
3.646,-0.005782
3.648,-0.003691
3.65,-0.001247
3.652,0.001252
3.654,0.003741
3.656,0.006003
3.658,0.008155
3.66,0.00962
3.662,0.010575
3.664,0.011042
3.666,0.010704
3.668,0.009902
3.67,0.008426
3.672,0.00648
3.674,0.004145
3.676,0.001646
3.678,-0.00101
3.68,-0.00341
3.682,-0.00563
3.684,-0.007393
3.686,-0.008675
3.688,-0.009363
3.69,-0.009297
3.692,-0.008738
3.694,-0.007487
3.696,-0.005697
3.698,-0.003546
3.7,-0.001023
3.702,0.001428
3.704,0.003921
3.706,0.006123
3.708,0.00818
3.71,0.009636
3.712,0.010676
3.714,0.010982
3.716,0.010739
3.718,0.009766
3.72,0.008354
3.722,0.006398
3.724,0.003997
3.726,0.001523
3.728,-0.001042
3.73,-0.003578
3.732,-0.005732
3.734,-0.007465
3.736,-0.008741
3.738,-0.009294
3.74,-0.009313
3.742,-0.008628
3.744,-0.007361
3.746,-0.005567
3.748,-0.003448
3.75,-0.000994
3.752,0.001504
3.754,0.004016
3.756,0.006256
3.758,0.008287
3.76,0.009665
3.762,0.010679
3.764,0.01096
3.766,0.01065
3.768,0.009677
3.77,0.00824
3.772,0.006212
3.774,0.003905
3.776,0.001384
3.778,-0.001155
3.78,-0.003565
3.782,-0.005757
3.784,-0.007557
3.786,-0.008817
3.788,-0.009325
3.79,-0.009262
3.792,-0.008555
3.794,-0.007311
3.796,-0.005507
3.798,-0.003281
3.8,-0.000862
3.802,0.001691
3.804,0.004142
3.806,0.006379
3.808,0.008284
3.81,0.009775
3.812,0.010679
3.814,0.010941
3.816,0.010657
3.818,0.009687
3.82,0.008167
3.822,0.006218
3.824,0.003839
3.826,0.001233
3.828,-0.001253
3.83,-0.003799
3.832,-0.005934
3.834,-0.007617
3.836,-0.00883
3.838,-0.009389
3.84,-0.009322
3.842,-0.008504
3.844,-0.007225
3.846,-0.005397
3.848,-0.003233
3.85,-0.000783
3.852,0.001729
3.854,0.004117
3.856,0.006461
3.858,0.008369
3.86,0.009826
3.862,0.010786
3.864,0.010979
3.866,0.010612
3.868,0.009636
3.87,0.008069
3.872,0.006101
3.874,0.003656
3.876,0.001135
3.878,-0.001433
3.88,-0.003736
3.882,-0.005968
3.884,-0.007686
3.886,-0.00883
3.888,-0.009439
3.89,-0.009275
3.892,-0.008508
3.894,-0.007191
3.896,-0.005318
3.898,-0.003148
3.9,-0.000606
3.902,0.001849
3.904,0.004344
3.906,0.006556
3.908,0.008474
3.91,0.009886
3.912,0.010726
3.914,0.010954
3.916,0.010575
3.918,0.009532
3.92,0.008072
3.922,0.006009
3.924,0.003637
3.926,0.00103
3.928,-0.001531
3.93,-0.003972
3.932,-0.006117
3.934,-0.007686
3.936,-0.008978
3.938,-0.009458
3.94,-0.009234
3.942,-0.008441
3.944,-0.007115
3.946,-0.005296
3.948,-0.003044
3.95,-0.000571
3.952,0.002
3.954,0.004316
3.956,0.006632
3.958,0.008442
3.96,0.009971
3.962,0.010824
3.964,0.011042
3.966,0.010543
3.968,0.009551
3.97,0.007946
3.972,0.005855
3.974,0.003469
3.976,0.000882
3.978,-0.001632
3.98,-0.004083
3.982,-0.006164
3.984,-0.007803
3.986,-0.009003
3.988,-0.009458
3.99,-0.009288
3.992,-0.008485
3.994,-0.007159
3.996,-0.005087
3.998,-0.002984
4,-0.000457
4.002,0.002139
4.004,0.004585
4.006,0.006736
4.008,0.008647
4.01,0.010019
4.012,0.01077
4.014,0.010992
4.016,0.010499
4.018,0.009475
4.02,0.007883
4.022,0.005785
4.024,0.003416
4.026,0.000771
4.028,-0.001825
4.03,-0.004235
4.032,-0.006237
4.034,-0.007898
4.036,-0.009025
4.038,-0.00949
4.04,-0.009187
4.042,-0.008359
4.044,-0.006973
4.046,-0.005053
4.048,-0.002883
4.05,-0.000319
4.052,0.002142
4.054,0.004622
4.056,0.006809
4.058,0.008695
4.06,0.010094
4.062,0.010843
4.064,0.011042
4.066,0.010527
4.068,0.009409
4.07,0.007816
4.072,0.005738
4.074,0.003318
4.076,0.000654
4.078,-0.001872
4.08,-0.004187
4.082,-0.006357
4.084,-0.007983
4.086,-0.009029
4.088,-0.009461
4.09,-0.00931
4.092,-0.008312
4.094,-0.006957
4.096,-0.005021
4.098,-0.002753
4.1,-0.000192
4.102,0.002335
4.104,0.004755
4.106,0.00691
4.108,0.008786
4.11,0.010088
4.112,0.010884
4.114,0.01102
4.116,0.010445
4.118,0.009355
4.12,0.007835
4.122,0.005684
4.124,0.003172
4.126,0.000572
4.128,-0.001992
4.13,-0.004304
4.132,-0.006458
4.134,-0.008027
4.136,-0.009123
4.138,-0.009436
4.14,-0.009234
4.142,-0.008255
4.144,-0.00672
4.146,-0.004907
4.148,-0.002643
4.15,-0.000167
4.152,0.00236
4.154,0.004793
4.156,0.00697
4.158,0.008827
4.16,0.010173
4.162,0.01095
4.164,0.010922
4.166,0.010448
4.168,0.009286
4.17,0.007646
4.172,0.005469
4.174,0.003018
4.176,0.00043
4.178,-0.001999
4.18,-0.004462
4.182,-0.006508
4.184,-0.008046
4.186,-0.009029
4.188,-0.009487
4.19,-0.009158
4.192,-0.008245
4.194,-0.006745
4.196,-0.004901
4.198,-0.002583
4.2,0.000051
4.202,0.002493
4.204,0.004989
4.206,0.007106
4.208,0.00884
4.21,0.010145
4.212,0.010894
4.214,0.010928
4.216,0.010385
4.218,0.009244
4.22,0.007643
4.222,0.005412
4.224,0.002961
4.226,0.000332
4.228,-0.002112
4.23,-0.004528
4.232,-0.006616
4.234,-0.008157
4.236,-0.009168
4.238,-0.009436
4.24,-0.009168
4.242,-0.008176
4.244,-0.006685
4.246,-0.004708
4.248,-0.002406
4.25,0.000079
4.252,0.002597
4.254,0.005049
4.256,0.007159
4.258,0.008941
4.26,0.01024
4.262,0.010906
4.264,0.010995
4.266,0.010423
4.268,0.009172
4.27,0.007507
4.272,0.005299
4.274,0.002806
4.276,0.000253
4.278,-0.002236
4.28,-0.004528
4.282,-0.006685
4.284,-0.008195
4.286,-0.00924
4.288,-0.009531
4.29,-0.009095
4.292,-0.008116
4.294,-0.00666
4.296,-0.004689
4.298,-0.002261
4.3,0.000228
4.302,0.002765
4.304,0.005125
4.306,0.007302
4.308,0.009061
4.31,0.010293
4.312,0.010884
4.314,0.01095
4.316,0.010328
4.318,0.009068
4.32,0.007469
4.322,0.005267
4.324,0.002752
4.326,0.000149
4.328,-0.002425
4.33,-0.004771
4.332,-0.006812
4.334,-0.008293
4.336,-0.00924
4.338,-0.009452
4.34,-0.009089
4.342,-0.008094
4.344,-0.006505
4.346,-0.004576
4.348,-0.002176
4.35,0.000338
4.352,0.002815
4.354,0.005197
4.356,0.007314
4.358,0.009096
4.36,0.010315
4.362,0.011001
4.364,0.010944
4.366,0.010293
4.368,0.009074
4.37,0.007365
4.372,0.005096
4.374,0.002667
4.376,0.000016
4.378,-0.002491
4.38,-0.004797
4.382,-0.006758
4.384,-0.008261
4.386,-0.009272
4.388,-0.009531
4.39,-0.009111
4.392,-0.008078
4.394,-0.006448
4.396,-0.004471
4.398,-0.002087
4.4,0.000462
4.402,0.002961
4.404,0.005409
4.406,0.007431
4.408,0.0092
4.41,0.01035
4.412,0.011004
4.414,0.010988
4.416,0.010249
4.418,0.00902
4.42,0.007235
4.422,0.005052
4.424,0.002537
4.426,-0.000009
4.428,-0.002656
4.43,-0.004993
4.432,-0.006887
4.434,-0.008403
4.436,-0.009278
4.438,-0.009493
4.44,-0.009003
4.442,-0.007854
4.444,-0.006433
4.446,-0.004393
4.448,-0.001999
4.45,0.000525
4.452,0.003055
4.454,0.005447
4.456,0.007491
4.458,0.0092
4.46,0.010426
4.462,0.011004
4.464,0.010932
4.466,0.010236
4.468,0.008948
4.47,0.007093
4.472,0.004961
4.474,0.002395
4.476,-0.000123
4.478,-0.002747
4.48,-0.005005
4.482,-0.006897
4.484,-0.008438
4.486,-0.009196
4.488,-0.009458
4.49,-0.008988
4.492,-0.00798
4.494,-0.006351
4.496,-0.004307
4.498,-0.001917
4.5,0.000667
4.502,0.003093
4.504,0.005513
4.506,0.007595
4.508,0.009219
4.51,0.010439
4.512,0.010922
4.514,0.010783
4.516,0.010164
4.518,0.00891
4.52,0.007027
4.522,0.004847
4.524,0.00237
4.526,-0.000334
4.528,-0.002896
4.53,-0.005132
4.532,-0.007055
4.534,-0.008479
4.536,-0.009341
4.538,-0.00949
4.54,-0.00894
4.542,-0.007838
4.544,-0.006224
4.546,-0.00413
4.548,-0.001746
4.55,0.000762
4.552,0.003223
4.554,0.005573
4.556,0.007696
4.558,0.009254
4.56,0.010473
4.562,0.011036
4.564,0.010811
4.566,0.010173
4.568,0.00878
4.57,0.006941
4.572,0.004774
4.574,0.002187
4.576,-0.000401
4.578,-0.002968
4.58,-0.005226
4.582,-0.007042
4.584,-0.008485
4.586,-0.009237
4.588,-0.009401
4.59,-0.008915
4.592,-0.007797
4.594,-0.006082
4.596,-0.00408
4.598,-0.001629
4.6,0.000879
4.602,0.003365
4.604,0.00564
4.606,0.007753
4.608,0.009374
4.61,0.010451
4.612,0.010998
4.614,0.01084
4.616,0.010031
4.618,0.008692
4.62,0.006897
4.622,0.00461
4.624,0.002114
4.626,-0.000445
4.628,-0.002987
4.63,-0.005277
4.632,-0.00715
4.634,-0.008586
4.636,-0.009281
4.638,-0.009449
4.64,-0.00876
4.642,-0.007705
4.644,-0.006054
4.646,-0.003916
4.648,-0.001553
4.65,0.000964
4.652,0.003479
4.654,0.005851
4.656,0.007864
4.658,0.009437
4.66,0.010537
4.662,0.011064
4.664,0.010827
4.666,0.009984
4.668,0.008647
4.67,0.006824
4.672,0.004442
4.674,0.001947
4.676,-0.000672
4.678,-0.003196
4.68,-0.005381
4.682,-0.007254
4.684,-0.008599
4.686,-0.009348
4.688,-0.009376
4.69,-0.008798
4.692,-0.007734
4.694,-0.006032
4.696,-0.003852
4.698,-0.001455
4.7,0.001147
4.702,0.003611
4.704,0.005924
4.706,0.007959
4.708,0.009554
4.71,0.010612
4.712,0.011052
4.714,0.010733
4.716,0.009962
4.718,0.008524
4.72,0.006654
4.722,0.004373
4.724,0.001779
4.726,-0.000783
4.728,-0.0033
4.73,-0.005561
4.732,-0.007383
4.734,-0.008599
4.736,-0.009427
4.738,-0.009379
4.74,-0.008688
4.742,-0.007525
4.744,-0.005896
4.746,-0.003783
4.748,-0.00137
4.75,0.001198
4.752,0.003653
4.754,0.006016
4.756,0.008047
4.758,0.009554
4.76,0.010676
4.762,0.011058
4.764,0.010777
4.766,0.009993
4.768,0.008518
4.77,0.006578
4.772,0.004262
4.774,0.001615
4.776,-0.000922
4.778,-0.00335
4.78,-0.005596
4.782,-0.007405
4.784,-0.008722
4.786,-0.009344
4.788,-0.00942
4.79,-0.008833
4.792,-0.00751
4.794,-0.005842
4.796,-0.003647
4.798,-0.001275
4.8,0.001334
4.802,0.003785
4.804,0.006152
4.806,0.008076
4.808,0.009652
4.81,0.010597
4.812,0.011036
4.814,0.010793
4.816,0.009861
4.818,0.008398
4.82,0.006546
4.822,0.004139
4.824,0.001646
4.826,-0.001064
4.828,-0.003473
4.83,-0.005656
4.832,-0.007513
4.834,-0.008811
4.836,-0.00942
4.838,-0.009452
4.84,-0.008782
4.842,-0.007434
4.844,-0.005684
4.846,-0.003565
4.848,-0.001212
4.85,0.001451
4.852,0.003874
4.854,0.006189
4.856,0.008148
4.858,0.009734
4.86,0.010682
4.862,0.011048
4.864,0.01077
4.866,0.009778
4.868,0.00835
4.87,0.006426
4.872,0.004047
4.874,0.001498
4.876,-0.001118
4.878,-0.003612
4.88,-0.005738
4.882,-0.007532
4.884,-0.008801
4.886,-0.009379
4.888,-0.009417
4.89,-0.008637
4.892,-0.007424
4.894,-0.005586
4.896,-0.003423
4.898,-0.001026
4.9,0.001577
4.902,0.004032
4.904,0.006351
4.906,0.008271
4.908,0.00969
4.91,0.010751
4.912,0.011045
4.914,0.010682
4.916,0.009797
4.918,0.0083
4.92,0.006401
4.922,0.003965
4.924,0.001397
4.926,-0.001228
4.928,-0.003751
4.93,-0.00594
4.932,-0.007633
4.934,-0.008896
4.936,-0.009458
4.938,-0.009414
4.94,-0.008678
4.942,-0.007374
4.944,-0.005536
4.946,-0.00342
4.948,-0.000884
4.95,0.00158
4.952,0.004152
4.954,0.006398
4.956,0.008325
4.958,0.00981
4.96,0.010764
4.962,0.01108
4.964,0.010695
4.966,0.009725
4.968,0.008186
4.97,0.006259
4.972,0.003801
4.974,0.001286
4.976,-0.001342
4.978,-0.00383
4.98,-0.005965
4.982,-0.007696
4.984,-0.00882
4.986,-0.009423
4.988,-0.009316
4.99,-0.008615
4.992,-0.007276
4.994,-0.005454
4.996,-0.0033
4.998,-0.000871
5,0.001795
5.002,0.004256
5.004,0.006594
5.006,0.00835
5.008,0.009835
5.01,0.01078
5.012,0.011026
5.014,0.010641
5.016,0.009665
5.018,0.008126
5.02,0.006126
5.022,0.00375
5.024,0.001116
5.026,-0.00144
5.028,-0.003862
5.03,-0.005991
5.032,-0.007781
5.034,-0.008921
5.036,-0.009487
5.038,-0.009297
5.04,-0.008574
5.042,-0.007266
5.044,-0.005324
5.046,-0.003079
5.048,-0.000688
5.05,0.001915
5.052,0.004313
5.054,0.006575
5.056,0.008502
5.058,0.009857
5.06,0.01078
5.062,0.011011
5.064,0.010685
5.066,0.009614
5.068,0.008041
5.07,0.005968
5.072,0.003659
5.074,0.001021
5.076,-0.00149
5.078,-0.004007
5.08,-0.006047
5.082,-0.007696
5.084,-0.008883
5.086,-0.009423
5.088,-0.009307
5.09,-0.008504
5.092,-0.007172
5.094,-0.005226
5.096,-0.003161
5.098,-0.000565
5.1,0.001981
5.102,0.004414
5.104,0.006682
5.106,0.008562
5.108,0.009971
5.11,0.010815
5.112,0.011017
5.114,0.010619
5.116,0.009507
5.118,0.00793
5.12,0.005927
5.122,0.003523
5.124,0.000932
5.126,-0.001635
5.128,-0.004092
5.13,-0.006224
5.132,-0.007901
5.134,-0.008997
5.136,-0.009464
5.138,-0.009272
5.14,-0.00847
5.142,-0.006976
5.144,-0.005157
5.146,-0.002933
5.148,-0.000429
5.15,0.00213
5.152,0.00455
5.154,0.006806
5.156,0.008632
5.158,0.010028
5.16,0.010865
5.162,0.011052
5.164,0.010559
5.166,0.009481
5.168,0.007937
5.17,0.005889
5.172,0.003381
5.174,0.00079
5.176,-0.001809
5.178,-0.004178
5.18,-0.006328
5.182,-0.007895
5.184,-0.008994
5.186,-0.009474
5.188,-0.009275
5.19,-0.008369
5.192,-0.007004
5.194,-0.005157
5.196,-0.002867
5.198,-0.000356
5.2,0.00225
5.202,0.004695
5.204,0.0069
5.206,0.008742
5.208,0.010022
5.21,0.01078
5.212,0.010988
5.214,0.010581
5.216,0.009459
5.218,0.007753
5.22,0.005735
5.222,0.003371
5.224,0.000673
5.226,-0.001872
5.228,-0.004282
5.23,-0.006313
5.232,-0.007923
5.234,-0.009051
5.236,-0.00948
5.238,-0.009303
5.24,-0.008252
5.242,-0.006925
5.244,-0.005034
5.246,-0.002763
5.248,-0.000262
5.25,0.002307
5.252,0.004743
5.254,0.006932
5.256,0.008714
5.258,0.01005
5.26,0.010909
5.262,0.011093
5.264,0.01054
5.266,0.009387
5.268,0.007671
5.27,0.00564
5.272,0.003188
5.274,0.00062
5.276,-0.001977
5.278,-0.004456
5.28,-0.006385
5.282,-0.008031
5.284,-0.009085
5.286,-0.009487
5.288,-0.009243
5.29,-0.008324
5.292,-0.006843
5.294,-0.00491
5.296,-0.002621
5.298,-0.000224
5.3,0.002455
5.302,0.004907
5.304,0.007049
5.306,0.008812
5.308,0.010132
5.31,0.010941
5.312,0.011033
5.314,0.01048
5.316,0.009289
5.318,0.007636
5.32,0.005596
5.322,0.003112
5.324,0.000468
5.326,-0.002084
5.328,-0.004525
5.33,-0.006508
5.332,-0.008091
5.334,-0.009193
5.336,-0.009499
5.338,-0.009218
5.34,-0.008236
5.342,-0.006748
5.344,-0.004787
5.346,-0.002589
5.348,-0.000047
5.35,0.002477
5.352,0.004989
5.354,0.007153
5.356,0.008906
5.358,0.010183
5.36,0.010954
5.362,0.011004
5.364,0.010363
5.366,0.009333
5.368,0.007494
5.37,0.005472
5.372,0.003011
5.374,0.000465
5.376,-0.002204
5.378,-0.004614
5.38,-0.006591
5.382,-0.0081
5.384,-0.009101
5.386,-0.009496
5.388,-0.009196
5.39,-0.008261
5.392,-0.006673
5.394,-0.004781
5.396,-0.00239
5.398,-0.000012
5.4,0.002601
5.402,0.005049
5.404,0.007188
5.406,0.008948
5.408,0.010208
5.41,0.010947
5.412,0.010985
5.414,0.010439
5.416,0.009128
5.418,0.007504
5.42,0.005362
5.422,0.002901
5.424,0.000244
5.426,-0.002245
5.428,-0.004598
5.43,-0.006717
5.432,-0.008249
5.434,-0.009209
5.436,-0.009562
5.438,-0.009123
5.44,-0.008116
5.442,-0.006628
5.444,-0.00462
5.446,-0.002321
5.448,0.000168
5.45,0.002717
5.452,0.005156
5.454,0.007302
5.456,0.008995
5.458,0.010233
5.46,0.010947
5.462,0.011017
5.464,0.010338
5.466,0.009222
5.468,0.007374
5.47,0.00521
5.472,0.002746
5.474,0.000162
5.476,-0.002457
5.478,-0.00479
5.48,-0.006688
5.482,-0.008201
5.484,-0.009193
5.486,-0.009464
5.488,-0.009085
5.49,-0.008078
5.492,-0.006546
5.494,-0.004538
5.496,-0.002242
5.498,0.000323
5.5,0.002882
5.502,0.005333
5.504,0.007339
5.506,0.009071
5.508,0.010303
5.51,0.010941
5.512,0.010916
5.514,0.010309
5.516,0.009083
5.518,0.007264
5.52,0.005103
5.522,0.002638
5.524,0.000045
5.526,-0.00246
5.528,-0.004898
5.53,-0.006802
5.532,-0.008283
5.534,-0.009234
5.536,-0.009499
5.538,-0.009051
5.54,-0.008012
5.542,-0.006379
5.544,-0.004393
5.546,-0.002134
5.548,0.000477
5.55,0.002882
5.552,0.0054
5.554,0.007463
5.556,0.009112
5.558,0.010315
5.56,0.011011
5.562,0.01096
5.564,0.010297
5.566,0.008966
5.568,0.007185
5.57,0.005005
5.572,0.002477
5.574,-0.000047
5.576,-0.002709
5.578,-0.004977
5.58,-0.006887
5.582,-0.008331
5.584,-0.009209
5.586,-0.009471
5.588,-0.009032
5.59,-0.007999
5.592,-0.006474
5.594,-0.004317
5.596,-0.00198
5.598,0.000515
5.6,0.003071
5.602,0.005431
5.604,0.007557
5.606,0.009267
5.608,0.01041
5.61,0.011011
5.612,0.010966
5.614,0.010259
5.616,0.008887
5.618,0.007036
5.62,0.004976
5.622,0.002446
5.624,-0.000142
5.626,-0.00275
5.628,-0.005065
5.63,-0.006941
5.632,-0.008321
5.634,-0.009307
5.636,-0.009521
5.638,-0.009041
5.64,-0.007879
5.642,-0.006246
5.644,-0.004244
5.646,-0.001863
5.648,0.000654
5.65,0.003207
5.652,0.005523
5.654,0.007595
5.656,0.009295
5.658,0.010439
5.66,0.010998
5.662,0.010938
5.664,0.010192
5.666,0.00885
5.668,0.007061
5.67,0.004793
5.672,0.002237
5.674,-0.000322
5.676,-0.002864
5.678,-0.005207
5.68,-0.007074
5.682,-0.008549
5.684,-0.009281
5.686,-0.009464
5.688,-0.009003
5.69,-0.007901
5.692,-0.006243
5.694,-0.004178
5.696,-0.001822
5.698,0.000705
5.7,0.003321
5.702,0.005725
5.704,0.007674
5.706,0.009339
5.708,0.01041
5.71,0.010941
5.712,0.010928
5.714,0.010101
5.716,0.00878
5.718,0.006935
5.72,0.004736
5.722,0.002247
5.724,-0.000391
5.726,-0.002921
5.728,-0.005296
5.73,-0.00709
5.732,-0.008536
5.734,-0.009259
5.736,-0.009477
5.738,-0.008934
5.74,-0.007762
5.742,-0.006088
5.744,-0.004023
5.746,-0.001635
5.748,0.000793
5.75,0.003362
5.752,0.00569
5.754,0.007744
5.756,0.009383
5.758,0.010401
5.76,0.011017
5.762,0.010919
5.764,0.010129
5.766,0.008695
5.768,0.006818
5.77,0.0046
5.772,0.002026
5.774,-0.000565
5.776,-0.003031
5.778,-0.005349
5.78,-0.007121
5.782,-0.008444
5.784,-0.009224
5.786,-0.009439
5.788,-0.008896
5.79,-0.007727
5.792,-0.006069
5.794,-0.003988
5.796,-0.001563
5.798,0.000989
5.8,0.003526
5.802,0.005804
5.804,0.007858
5.806,0.009485
5.808,0.010492
5.81,0.011093
5.812,0.010793
5.814,0.009968
5.816,0.008628
5.818,0.006692
5.82,0.004477
5.822,0.001981
5.824,-0.000638
5.826,-0.003129
5.828,-0.0054
5.83,-0.007304
5.832,-0.008568
5.834,-0.009335
5.836,-0.009398
5.838,-0.008864
5.84,-0.007607
5.842,-0.005978
5.844,-0.00383
5.846,-0.001418
5.848,0.001078
5.85,0.00363
5.852,0.005921
5.854,0.007933
5.856,0.009469
5.858,0.010568
5.86,0.011023
5.862,0.010897
5.864,0.009936
5.866,0.008499
5.868,0.006588
5.87,0.004351
5.872,0.001852
5.874,-0.000761
5.876,-0.003268
5.878,-0.00552
5.88,-0.007279
5.882,-0.008599
5.884,-0.009307
5.886,-0.009389
5.888,-0.008842
5.89,-0.007566
5.892,-0.005817
5.894,-0.003767
5.896,-0.00131
5.898,0.001258
5.9,0.003744
