0,-0.857866
0.002,-0.851547
0.004,-0.843649
0.006,-0.851231
0.008,-0.849652
0.01,-0.855339
0.012,-0.865449
0.014,-0.855655
0.016,-0.858182
0.018,-0.857866
0.02,-0.852811
0.022,-0.853443
0.024,-0.848704
0.026,-0.846176
0.028,-0.849336
0.03,-0.852811
0.032,-0.860078
0.034,-0.864185
0.036,-0.853759
0.038,-0.850915
0.04,-0.852179
0.042,-0.848388
0.044,-0.842701
0.046,-0.849336
0.048,-0.847756
0.05,-0.853759
0.052,-0.857866
0.054,-0.854391
0.056,-0.854391
0.058,-0.857550
0.06,-0.854707
0.062,-0.850915
0.064,-0.845860
0.066,-0.845860
0.068,-0.852179
0.07,-0.851863
0.072,-0.854075
0.074,-0.861342
0.076,-0.854075
0.078,-0.857866
0.08,-0.854391
0.082,-0.848072
0.084,-0.845544
0.086,-0.844597
0.088,-0.846492
0.09,-0.851231
0.092,-0.845544
0.094,-0.851863
0.096,-0.866081
0.098,-0.854075
0.1,-0.849652
0.102,-0.853443
0.104,-0.842701
0.106,-0.843017
0.108,-0.849968
0.11,-0.848072
0.112,-0.851863
0.114,-0.855655
0.116,-0.858182
0.118,-0.862289
0.12,-0.847756
0.122,-0.848072
0.124,-0.854075
0.126,-0.841437
0.128,-0.852811
0.13,-0.857234
0.132,-0.850600
0.134,-0.852179
0.136,-0.856918
0.138,-0.851547
0.14,-0.852495
0.142,-0.849652
0.144,-0.848704
0.146,-0.848704
0.148,-0.851231
0.15,-0.853759
0.152,-0.855023
0.154,-0.853759
0.156,-0.863553
0.158,-0.855655
0.16,-0.848072
0.162,-0.845228
0.164,-0.845860
0.166,-0.846176
0.168,-0.848704
0.17,-0.853127
0.172,-0.847440
0.174,-0.850600
0.176,-0.860394
0.178,-0.850600
0.18,-0.854391
0.182,-0.843649
0.184,-0.848072
0.186,-0.842701
0.188,-0.844281
0.19,-0.854075
0.192,-0.853127
0.194,-0.859130
0.196,-0.858814
0.198,-0.853443
0.2,-0.852179
0.202,-0.849020
0.204,-0.849336
0.206,-0.843649
0.208,-0.855655
0.21,-0.855339
0.212,-0.856287
0.214,-0.863553
0.216,-0.857234
0.218,-0.855971
0.22,-0.855655
0.222,-0.848388
0.224,-0.849336
0.226,-0.846808
0.228,-0.849020
0.23,-0.856918
0.232,-0.857550
0.234,-0.862605
0.236,-0.866713
0.238,-0.854075
0.24,-0.848704
0.242,-0.854707
0.244,-0.842701
0.246,-0.839541
0.248,-0.852495
0.25,-0.854075
0.252,-0.860710
0.254,-0.857550
0.256,-0.862921
0.258,-0.856602
0.26,-0.853443
0.262,-0.856602
0.264,-0.850915
0.266,-0.842701
0.268,-0.849336
0.27,-0.861974
0.272,-0.857866
0.274,-0.850915
0.276,-0.862289
0.278,-0.854707
0.28,-0.846492
0.282,-0.846808
0.284,-0.844281
0.286,-0.837962
0.288,-0.849020
0.29,-0.852495
0.292,-0.854075
0.294,-0.855655
0.296,-0.859130
0.298,-0.859446
0.3,-0.849336
0.302,-0.846808
0.304,-0.851231
0.306,-0.839857
0.308,-0.851231
0.31,-0.855339
0.312,-0.850600
0.314,-0.851231
0.316,-0.863237
0.318,-0.854391
0.32,-0.850284
0.322,-0.843965
0.324,-0.844597
0.326,-0.845228
0.328,-0.844913
0.33,-0.857866
0.332,-0.856287
0.334,-0.851547
0.336,-0.859446
0.338,-0.853127
0.34,-0.849968
0.342,-0.846808
0.344,-0.844281
0.346,-0.838910
0.348,-0.845860
0.35,-0.850600
0.352,-0.852179
0.354,-0.859762
0.356,-0.859446
0.358,-0.855339
0.36,-0.854075
0.362,-0.846492
0.364,-0.844913
0.366,-0.840805
0.368,-0.852811
0.37,-0.852811
0.372,-0.853443
0.374,-0.855339
0.376,-0.856602
0.378,-0.859130
0.38,-0.850915
0.382,-0.857866
0.384,-0.844281
0.386,-0.843333
0.388,-0.854075
0.39,-0.849020
0.392,-0.855339
0.394,-0.861026
0.396,-0.858498
0.398,-0.853443
0.4,-0.848704
0.402,-0.850600
0.404,-0.846492
0.406,-0.847756
0.408,-0.850284
0.41,-0.857866
0.412,-0.853759
0.414,-0.855971
0.416,-0.865765
0.418,-0.852179
0.42,-0.852495
0.422,-0.853759
0.424,-0.853127
0.426,-0.850284
0.428,-0.853127
0.43,-0.850915
0.432,-0.852811
0.434,-0.855655
0.436,-0.859446
0.438,-0.856287
0.44,-0.845228
0.442,-0.849336
0.444,-0.847440
0.446,-0.844281
0.448,-0.847124
0.45,-0.854707
0.452,-0.850915
0.454,-0.856602
0.456,-0.861658
0.458,-0.855655
0.46,-0.850915
0.462,-0.850600
0.464,-0.850600
0.466,-0.848388
0.468,-0.849336
0.47,-0.853443
0.472,-0.859130
0.474,-0.858182
0.476,-0.854075
0.478,-0.862289
0.48,-0.842385
0.482,-0.848388
0.484,-0.851547
0.486,-0.844597
0.488,-0.851547
0.49,-0.852811
0.492,-0.852811
0.494,-0.861026
0.496,-0.858814
0.498,-0.853443
0.5,-0.852495
0.502,-0.842069
0.504,-0.845544
0.506,-0.847756
0.508,-0.848704
0.51,-0.849020
0.512,-0.855971
0.514,-0.856918
0.516,-0.857550
0.518,-0.853759
0.52,-0.851231
0.522,-0.853127
0.524,-0.845228
0.526,-0.846492
0.528,-0.860394
0.53,-0.849968
0.532,-0.860710
0.534,-0.861974
0.536,-0.853759
0.538,-0.855339
0.54,-0.850915
0.542,-0.846808
0.544,-0.842385
0.546,-0.844913
0.548,-0.849968
0.55,-0.851863
0.552,-0.860078
0.554,-0.859446
0.556,-0.862289
0.558,-0.852179
0.56,-0.855655
0.562,-0.851547
0.564,-0.837962
0.566,-0.846808
0.568,-0.851547
0.57,-0.855023
0.572,-0.854391
0.574,-0.857866
0.576,-0.857866
0.578,-0.856602
0.58,-0.855339
0.582,-0.842385
0.584,-0.849968
0.586,-0.844913
0.588,-0.849968
0.59,-0.856602
0.592,-0.854075
0.594,-0.858182
0.596,-0.856287
0.598,-0.853443
0.6,-0.854391
0.602,-0.848072
0.604,-0.848388
0.606,-0.843965
0.608,-0.852179
0.61,-0.852179
0.612,-0.864817
0.614,-0.854391
0.616,-0.856918
0.618,-0.863869
0.62,-0.849652
0.622,-0.839541
0.624,-0.845228
0.626,-0.845544
0.628,-0.851547
0.63,-0.846808
0.632,-0.849968
0.634,-0.853443
0.636,-0.854707
0.638,-0.857866
0.64,-0.856287
0.642,-0.842069
0.644,-0.846808
0.646,-0.852495
0.648,-0.846808
0.65,-0.845544
0.652,-0.851547
0.654,-0.854391
0.656,-0.851863
0.658,-0.855339
0.66,-0.853127
0.662,-0.843017
0.664,-0.845228
0.666,-0.850915
0.668,-0.853443
0.67,-0.843333
0.672,-0.852179
0.674,-0.861658
0.676,-0.851547
0.678,-0.850600
0.68,-0.854075
0.682,-0.839226
0.684,-0.844913
0.686,-0.847756
0.688,-0.851547
0.69,-0.849020
0.692,-0.856602
0.694,-0.857234
0.696,-0.861026
0.698,-0.852811
0.7,-0.853443
0.702,-0.851231
0.704,-0.843017
0.706,-0.854707
0.708,-0.854391
0.71,-0.848388
0.712,-0.856602
0.714,-0.860710
0.716,-0.849968
